date,commodity,state,market,avg_price,min_price,max_price
2026-05-20,turmeric,maharashtra,basmat,11477,9705.0,13250
2026-05-20,turmeric,maharashtra,bhokar,11000,10000.0,12000
2026-05-20,turmeric,maharashtra,sangli,14000,10300.0,18500
2026-05-20,turmeric,maharashtra,vai,15200,14000.0,16700
2026-05-20,turmeric,maharashtra,washim,12200,11700.0,13000
2026-05-20,turmeric,maharashtra,mumbai,20250,16500.0,24000
2026-05-20,turmeric,maharashtra,hingoli,12350,11500.0,13500
2026-05-20,onion,maharashtra,pune,1000,,1500
2026-05-20,onion,maharashtra,nashik,1000,1000.0,1000
2026-05-20,onion,maharashtra,nagpur,1300,1000.0,1400
2026-05-20,onion,maharashtra,mumbai,1600,1200.0,2000
2026-05-20,wheat,maharashtra,akola,2647,2000.0,3160
2026-05-20,wheat,maharashtra,barshi,3000,3000.0,3000
2026-05-20,wheat,maharashtra,bhandara,2370,2350.0,2390
2026-05-20,wheat,maharashtra,jalgaon,2250,2175.0,2325
2026-05-20,wheat,maharashtra,latur,2700,2330.0,2835
2026-05-20,soyabean,maharashtra,nagpur,7100,6500.0,7300
2026-05-20,soyabean,maharashtra,amravati,4868,4720.0,5000
2026-05-20,soyabean,maharashtra,nanded,4540,4500.0,4545
2026-05-20,soyabean,maharashtra,latur,7450,7067.0,8000
2026-05-20,arhar-turred-gram-whole,maharashtra,amravati,8200,7300.0,8315
2026-05-20,arhar-turred-gram-whole,maharashtra,baramati,5000,5000.0,5000
2026-05-20,arhar-turred-gram-whole,maharashtra,bhokar,6046,6000.0,6091
2026-05-20,arhar-turred-gram-whole,maharashtra,bhusaval,7000,7000.0,7000
2026-05-20,arhar-turred-gram-whole,maharashtra,bhandara,6000,6000.0,6000
2026-05-20,arhar-turred-gram-whole,maharashtra,parbhani,6300,6200.0,6400
2026-05-20,arhar-turred-gram-whole,maharashtra,jalna,7690,7460.0,8000
2026-05-20,arhar-turred-gram-whole,maharashtra,pusad,5785,5690.0,5945
2026-05-20,arhar-turred-gram-whole,maharashtra,wardha,6100,6025.0,6200
2026-05-20,arhar-turred-gram-whole,maharashtra,washim,6250,6015.0,6641
2026-05-20,arhar-turred-gram-whole,maharashtra,yeotmal,6180,6105.0,6255
